0.000454,498.596610
0.000455,498.093525
0.000452,495.311062
0.000449,493.043303
0.000448,492.511334
0.000444,486.653440
0.000439,484.736914
0.000437,483.739770
0.000435,481.218046
0.000434,482.210127
0.000428,478.725775
0.000424,473.203455
0.000415,465.298167
0.000408,458.403534
0.000404,453.687300
0.000400,448.119998
0.000396,444.647047
0.000399,448.044342
0.000422,470.279358
0.000711,668.221845
0.021778,806.707108
0.442204,855.913871
0.117261,1050.059504
0.048414,1036.713695
0.013449,958.975019
0.009706,936.994476
0.005520,833.920190
0.004629,819.301164
0.002006,732.266091
0.001439,700.135246
0.001781,889.276620
0.003629,984.143903
0.147109,834.058810
0.243352,874.124466
0.042150,1033.532855
0.019113,940.371523
0.009487,944.554922
0.005682,902.681783
0.003393,812.502891
0.003078,801.594343
0.001398,680.578402
0.000912,584.706352
0.000794,499.289836
0.000971,598.855120
0.104989,802.652303
0.348843,832.431006
0.071967,1022.368281
0.036314,997.505913
0.015432,900.885757
0.013377,892.796104
0.007195,808.137564
0.003396,804.243028
0.003049,823.828062
0.001345,683.893424
0.001486,631.011459
0.001510,623.369335
0.049169,635.010727
0.334506,900.544898
0.074666,1038.550711
0.030618,977.825954
0.013181,853.805134
0.014910,787.818859
0.006437,766.564243
0.002147,769.396846
0.001061,664.140513
0.000653,521.560976
0.000520,442.951888
0.002330,711.471959
0.270983,774.571096
0.194367,903.255993
0.044361,1035.327771
0.019932,1030.429127
0.005875,915.228464
0.003421,782.325161
0.002161,766.314207
0.002426,718.745081
0.001097,616.836431
0.000923,631.213800
0.000722,566.379840
0.005600,828.486176
0.331511,828.166378
0.115977,998.515085
0.042925,1089.036608
0.016418,994.142356
0.007024,882.383025
0.005880,936.678241
0.014565,1022.781247
0.024590,1031.587602
0.005625,882.009189
0.004105,929.872501
0.003402,902.181564
0.007841,817.469699
0.212770,796.352110
0.064061,1033.011811
0.025624,1078.848929
0.007855,1000.544874
0.003337,859.246462
0.002440,799.178292
0.001817,747.544078
0.001371,619.737113
0.001073,555.555191
0.000978,518.671219
0.000856,541.733634
0.036465,827.155801
0.240501,881.806445
0.064764,1058.223264
0.028747,1030.532521
0.011936,937.132171
0.006023,899.258412
0.005168,908.847454
0.002113,861.288316
0.000808,562.717502
0.000532,398.075721
0.000607,368.245861
0.001964,744.242716
0.220577,823.211017
0.152776,891.979486
0.041037,1027.478512
0.015559,915.875991
0.007222,835.849169
0.004342,799.014791
0.003178,765.207899
0.002278,774.833011
0.001248,700.178704
0.000976,631.251195
0.001113,726.144061
0.003017,781.982698
0.245460,837.729628
0.093548,979.414987
0.032678,1043.549069
0.008805,869.762675
0.006563,850.697303
0.007050,813.132671
0.050062,922.011136
0.015676,869.622181
0.005035,818.413007
0.003690,743.845167
0.002525,731.147563
0.015476,819.090292
0.258441,826.151896
0.057803,1032.337179
0.025188,1032.428993
0.011143,891.214122
0.008471,887.699100
0.005331,804.603437
0.006413,780.580844
0.004587,831.843917
0.003388,677.965947
0.004718,600.603871
0.004205,625.766021
0.070377,887.571903
0.242805,871.813740
0.045646,944.684450
0.019900,885.516024
0.009271,728.706937
0.008248,630.297462
0.005196,540.958335
0.002833,456.352092
0.001077,389.033901
0.000809,417.026780
0.001085,336.375801
0.002002,421.275789
0.215198,829.847134
0.209085,810.371475
0.025666,864.562196
0.012125,782.739270
0.006590,668.239353
0.004447,507.567625
0.008118,745.073088
0.004641,738.674642
0.003259,567.542190
0.002341,576.058029
0.002257,506.907923
0.006235,522.729889
0.180882,822.090329
0.081478,863.528618
0.029302,972.877744
0.012315,799.079229
0.007415,650.743461
0.005900,515.522685
0.002574,467.930124
0.001300,399.913669
0.001438,302.700867
0.001126,330.004125
0.001430,318.917655
0.004314,741.476124
0.148652,951.609690
0.070746,1026.181666
0.032262,1047.603443
0.013931,877.138449
0.011735,905.521861
0.011485,695.307178
0.003298,501.159970
0.003128,646.534548
0.002120,518.790697
0.002597,354.369283
0.005170,308.930116
0.088766,840.701225
0.274787,864.564226
0.066052,995.727142
0.025734,845.987378
0.012141,746.293995
0.006753,583.936155
0.010551,759.226377
0.018331,698.924774
0.006836,481.228061
0.003899,382.189628
0.004080,424.659643
0.711576,341.504950
0.868159,467.146290
0.177534,603.921591
0.050525,604.292113
0.024940,475.877679
0.015747,402.405895
0.036727,756.274075
0.041514,770.641647
0.020389,726.257206
0.011660,673.942218
0.010431,731.705433
0.009146,549.628007
0.318739,823.304788
0.162380,869.646663
0.067373,949.836096
0.023315,821.331817
0.015172,776.169341
0.010206,567.879202
0.052564,889.470088
0.027976,870.997314
0.012073,773.626151
0.008269,640.758797
0.006710,546.542612
0.101485,675.005103
1.231045,391.581835
0.304339,367.249045
0.071710,537.999049
0.041807,534.022144
0.022784,518.984103
0.013301,412.152778
0.007951,386.255874
0.005873,360.424522
0.003950,384.182254
0.004898,464.973422
0.005982,521.332379
0.221524,817.619686
0.253209,784.397197
0.062857,840.489280
0.019964,741.782380
0.014130,595.525829
0.008746,583.380362
0.005945,527.050221
0.003373,575.172873
0.002859,498.592157
0.002486,541.222997
0.002782,500.076866
0.047930,444.330817
1.186795,392.882851
0.307171,442.866069
0.075934,636.826877
0.031416,531.473690
0.018294,497.399942
0.013548,427.399351
0.012924,583.655311
0.006883,490.224501
0.005879,393.682897
0.006475,430.961533
0.005657,400.903150
0.111435,773.663137
0.310042,808.356865
0.073976,884.559668
0.032969,839.572230
0.022663,736.703038
0.020184,723.159733
0.006550,667.101729
0.002581,629.444964
0.001361,503.402971
0.001747,376.376622
0.001685,414.466168
0.186476,356.092385
1.045787,366.913494
0.240252,464.466205
0.055223,615.436393
0.034675,468.347688
0.017778,508.526705
0.015007,539.927699
0.021637,654.354024
0.013669,606.893531
0.008777,507.477556
0.007183,444.175639
0.008204,446.302795
0.519282,569.125527
0.246640,615.631428
0.151144,539.000808
0.164411,484.365104
0.038300,541.674842
0.231143,415.244403
0.159684,336.176473
0.052205,443.718546
0.167599,407.414522
0.058431,526.164751
0.069873,421.130645
1.224665,319.026188
0.297827,369.047918
0.107922,654.277249
0.067204,668.942991
0.040999,634.122683
0.029023,646.467704
0.038410,703.844441
0.018208,610.354765
0.017692,564.104821
0.011788,568.071664
0.013622,673.142050
0.487965,594.849342
1.018204,610.167729
0.229591,552.851753
0.096273,597.640325
0.064202,502.704439
0.045041,479.426637
0.018610,473.345260
0.004972,563.009841
0.004789,570.204700
0.006028,591.233776
0.005161,614.751841
0.226747,330.454957
1.077488,347.226526
0.186049,310.971279
0.064864,319.204000
0.034007,376.021143
0.025573,394.400033
0.012655,392.344550
0.008156,420.775509
0.009210,363.123151
0.005223,375.412974
0.003824,449.196361
0.016296,663.597687
1.160884,612.375285
0.382054,584.160805
0.124876,634.014138
0.052718,549.711175
0.034666,500.843841
0.019821,549.109409
0.017070,566.091820
0.005901,587.061142
0.004380,535.177686
0.003015,505.778624
0.002925,530.336921
0.742473,341.799278
0.578472,325.174968
0.122939,381.914653
0.048039,418.037118
0.020502,329.425696
0.012298,246.942504
0.013737,336.629758
0.009771,322.570125
0.005464,378.973274
0.004333,405.916989
0.004492,347.547213
0.267693,624.538237
1.114521,643.989792
0.246541,635.305076
0.088556,611.099764
0.040842,556.802161
0.033284,470.643390
0.018063,458.539298
0.005005,510.154799
0.004500,380.182173
0.002411,493.274810
0.001995,463.326004
0.175284,315.749410
0.846589,260.080461
0.170868,258.652901
0.041615,335.420397
0.019374,287.316472
0.012899,228.395327
0.010275,262.381789
0.005583,472.964180
0.005904,449.106210
0.003655,506.024774
0.002414,450.882682
0.016464,583.298093
1.051985,545.838788
0.455922,637.396178
0.131216,649.817694
0.029957,625.836411
0.018980,608.510359
0.020473,593.056907
0.014097,491.126306
0.003582,491.533632
0.003590,488.431863
0.002552,489.238449
0.007115,680.304604
1.172844,360.796598
0.484096,494.537150
0.117213,627.131493
0.083726,620.064939
0.048768,650.784995
0.025083,631.554230
0.032045,729.325543
0.011126,655.245151
0.011567,654.786012
0.017419,724.185024
0.011242,758.423848
0.420027,579.123155
0.692324,589.194397
0.191761,624.499687
0.075472,709.396834
0.040696,625.566133
0.028961,630.362095
0.011740,612.070145
0.005010,634.530911
0.004661,612.209768
0.003407,560.239657
0.001943,554.391461
0.262458,300.385183
0.827720,249.577210
0.139828,204.127724
0.027870,279.649276
0.013018,228.456597
0.009757,219.142200
0.019953,702.080791
0.008613,660.782331
0.006364,567.129861
0.004635,501.516510
0.003157,560.089616
0.154058,628.524308
1.197932,624.301325
0.273631,633.355047
0.082559,602.755506
0.024756,480.728810
0.019023,557.434908
0.011206,550.180955
0.005526,576.400284
0.003594,525.455655
0.002924,496.604771
0.002574,536.664393
0.056228,371.499607
1.134417,339.633023
0.309520,348.627213
0.093568,583.110910
0.058783,575.262603
0.030982,660.031642
0.017641,580.684736
0.030421,746.395228
0.012206,699.045788
0.007472,735.221276
0.007847,736.274814
0.006014,689.504363
0.395071,615.600340
0.852593,557.650743
0.285064,660.563036
0.093497,664.837094
0.052175,626.022191
0.024715,562.641153
0.115938,655.792338
0.055410,568.288948
0.027467,480.059235
0.009712,482.970789
0.007931,482.816648
0.086069,650.553733
1.194707,557.236283
0.313030,642.535444
0.154364,704.565214
0.052201,754.732891
0.029834,810.373105
0.015937,716.116671
0.007517,605.980669
0.007238,583.012837
0.005823,617.044454
0.005470,672.360585
0.005249,667.129545
0.005136,709.412241
0.004297,676.847687
0.003861,586.724807
0.003291,582.790968
0.002800,574.461674
0.001896,480.166136
0.001465,436.938067
0.001278,448.358973
0.001446,492.058806
0.001576,507.257151
0.001401,494.141133
0.079055,438.174979
1.212315,377.348916
0.375150,437.655576
0.117107,565.155765
0.057714,567.638839
0.028464,496.756565
0.012391,434.994684
0.013180,580.360471
0.014726,568.886386
0.006990,614.789060
0.003989,537.815669
0.066351,811.286618
1.508724,521.188968
0.799391,457.601450
0.234458,548.577486
0.080294,588.454409
0.031347,496.980402
0.024415,542.563613
0.159015,665.738354
0.035047,647.362218
0.021368,651.308923
0.013856,635.407531
0.008276,670.360625
0.320623,333.527905
